module,timestamp
0,0.95367431640625
1,0.95367431640625
2,0.95367431640625
3,0.95367431640625
4,0.95367431640625
0,270.1282501220703
1,270.1282501220703
2,270.1282501220703
3,270.1282501220703
4,270.1282501220703
0,617.0272827148438
1,617.0272827148438
2,617.0272827148438
3,617.0272827148438
4,617.0272827148438
0,874.9961853027344
1,874.9961853027344
2,874.9961853027344
3,874.9961853027344
4,874.9961853027344
0,1049.041748046875
1,1049.041748046875
2,1049.041748046875
3,1049.041748046875
4,1049.041748046875
0,1089.0960693359375
1,1089.0960693359375
2,1089.0960693359375
3,1089.0960693359375
4,1089.0960693359375
0,1305.1033020019531
1,1305.1033020019531
2,1305.1033020019531
3,1305.1033020019531
4,1305.1033020019531
0,1371.145248413086
1,1371.145248413086
2,1371.145248413086
3,1371.145248413086
4,1371.145248413086
0,1632.9288482666016
1,1632.9288482666016
2,1632.9288482666016
3,1632.9288482666016
4,1632.9288482666016
0,1848.9360809326172
1,1848.9360809326172
2,1848.9360809326172
3,1848.9360809326172
4,1848.9360809326172
0,1875.8773803710938
1,1875.8773803710938
2,1875.8773803710938
3,1875.8773803710938
4,1875.8773803710938
0,1900.9113311767578
1,1900.9113311767578
2,1900.9113311767578
3,1900.9113311767578
4,1900.9113311767578
0,1923.0842590332031
1,1923.0842590332031
2,1923.0842590332031
3,1923.0842590332031
4,1923.0842590332031
0,1949.0718841552734
1,1949.0718841552734
2,1949.0718841552734
3,1949.0718841552734
4,1949.0718841552734
0,1971.9600677490234
1,1971.9600677490234
2,1971.9600677490234
3,1971.9600677490234
4,1971.9600677490234
0,1995.086669921875
1,1995.086669921875
2,1995.086669921875
3,1995.086669921875
4,1995.086669921875
0,2021.0742950439453
1,2021.0742950439453
2,2021.0742950439453
3,2021.0742950439453
4,2021.0742950439453
0,2048.015594482422
1,2048.015594482422
2,2048.015594482422
3,2048.015594482422
4,2048.015594482422
0,2084.016799926758
1,2084.016799926758
2,2084.016799926758
3,2084.016799926758
4,2084.016799926758
0,2108.0970764160156
1,2108.0970764160156
2,2108.0970764160156
3,2108.0970764160156
4,2108.0970764160156
0,2134.084701538086
1,2134.084701538086
2,2134.084701538086
3,2134.084701538086
4,2134.084701538086
0,2156.972885131836
1,2156.972885131836
2,2156.972885131836
3,2156.972885131836
4,2156.972885131836
0,2182.0068359375
1,2182.0068359375
2,2182.0068359375
3,2182.0068359375
4,2182.0068359375
0,2206.087112426758
1,2206.087112426758
2,2206.087112426758
3,2206.087112426758
4,2206.087112426758
0,2238.9888763427734
1,2238.9888763427734
2,2238.9888763427734
3,2238.9888763427734
4,2238.9888763427734
0,2264.9765014648438
1,2264.9765014648438
2,2264.9765014648438
3,2264.9765014648438
4,2264.9765014648438
0,2290.2488708496094
1,2290.2488708496094
2,2290.2488708496094
3,2290.2488708496094
4,2290.2488708496094
0,2312.898635864258
1,2312.898635864258
2,2312.898635864258
3,2312.898635864258
4,2312.898635864258
0,2334.8331451416016
1,2334.8331451416016
2,2334.8331451416016
3,2334.8331451416016
4,2334.8331451416016
0,2357.959747314453
1,2357.959747314453
2,2357.959747314453
3,2357.959747314453
4,2357.959747314453
0,2381.0863494873047
1,2381.0863494873047
2,2381.0863494873047
3,2381.0863494873047
4,2381.0863494873047
0,2402.067184448242
1,2402.067184448242
2,2402.067184448242
3,2402.067184448242
4,2402.067184448242
0,2424.955368041992
1,2424.955368041992
2,2424.955368041992
3,2424.955368041992
4,2424.955368041992
0,2447.1282958984375
1,2447.1282958984375
2,2447.1282958984375
3,2447.1282958984375
4,2447.1282958984375
0,2470.0164794921875
1,2470.0164794921875
2,2470.0164794921875
3,2470.0164794921875
4,2470.0164794921875
0,2500.0572204589844
1,2500.0572204589844
2,2500.0572204589844
3,2500.0572204589844
4,2500.0572204589844
0,2534.151077270508
1,2534.151077270508
2,2534.151077270508
3,2534.151077270508
4,2534.151077270508
0,2561.0923767089844
1,2561.0923767089844
2,2561.0923767089844
3,2561.0923767089844
4,2561.0923767089844
0,2583.026885986328
1,2583.026885986328
2,2583.026885986328
3,2583.026885986328
4,2583.026885986328
0,2606.1534881591797
1,2606.1534881591797
2,2606.1534881591797
3,2606.1534881591797
4,2606.1534881591797
0,2629.0416717529297
1,2629.0416717529297
2,2629.0416717529297
3,2629.0416717529297
4,2629.0416717529297
0,2651.214599609375
1,2651.214599609375
2,2651.214599609375
3,2651.214599609375
4,2651.214599609375
0,2674.102783203125
1,2674.102783203125
2,2674.102783203125
3,2674.102783203125
4,2674.102783203125
0,2712.0113372802734
1,2712.0113372802734
2,2712.0113372802734
3,2712.0113372802734
4,2712.0113372802734
0,2740.8599853515625
1,2740.8599853515625
2,2740.8599853515625
3,2740.8599853515625
4,2740.8599853515625
0,2764.9402618408203
1,2764.9402618408203
2,2764.9402618408203
3,2764.9402618408203
4,2764.9402618408203
0,2784.0137481689453
1,2784.0137481689453
2,2784.0137481689453
3,2784.0137481689453
4,2784.0137481689453
0,2804.0409088134766
1,2804.0409088134766
2,2804.0409088134766
3,2804.0409088134766
4,2804.0409088134766
0,2823.1143951416016
1,2823.1143951416016
2,2823.1143951416016
3,2823.1143951416016
4,2823.1143951416016
0,2842.1878814697266
1,2842.1878814697266
2,2842.1878814697266
3,2842.1878814697266
4,2842.1878814697266
0,2860.0692749023438
1,2860.0692749023438
2,2860.0692749023438
3,2860.0692749023438
4,2860.0692749023438
0,2878.904342651367
1,2878.904342651367
2,2878.904342651367
3,2878.904342651367
4,2878.904342651367
0,2898.2162475585938
1,2898.2162475585938
2,2898.2162475585938
3,2898.2162475585938
4,2898.2162475585938
0,2916.097640991211
1,2916.097640991211
2,2916.097640991211
3,2916.097640991211
4,2916.097640991211
0,2934.9327087402344
1,2934.9327087402344
2,2934.9327087402344
3,2934.9327087402344
4,2934.9327087402344
0,2964.019775390625
1,2964.019775390625
2,2964.019775390625
3,2964.019775390625
